user_id,scenary_type,move_type,start_datetime,end_datetime,start_position,end_position,distance
64,CarAccident,virtual_reality,1686815808,1686815809,X=-10025.349 Y=-10.867 Z=3.322,X=-9984.396 Y=213.282 Z=3.322,2.278596
64,CarAccident,virtual_reality,1686815809,1686815810,X=-9989.393 Y=204.439 Z=2.914,X=-10013.000 Y=342.000 Z=2.914,1.395723
64,CarAccident,virtual_reality,1686815810,1686815811,X=-10013.157 Y=327.418 Z=2.914,X=-10013.000 Y=342.000 Z=2.914,0.145829
64,CarAccident,real_life,1686815810,1686815810,X=-10013.000 Y=342.000 Z=97.914,X=-3.148 Y=-0.857 Z=0.000,0.95056
64,CarAccident,real_life,1686815810,1686815810,X=-10013.000 Y=342.000 Z=97.914,X=-0.157 Y=-14.582 Z=0.000,0.140476
64,CarAccident,real_life,1686815811,1686815811,X=-10013.000 Y=342.000 Z=97.914,X=4.548 Y=-1.706 Z=0.000,0.951241
64,CarAccident,real_life,1686815812,1686815812,X=-10013.000 Y=342.000 Z=97.914,X=1.714 Y=-2.050 Z=0.000,0.950376
64,CarAccident,virtual_reality,1686815812,1686815812,X=-10009.331 Y=336.856 Z=2.914,X=-10013.000 Y=342.000 Z=2.914,0.063181
64,CarAccident,real_life,1686815812,1686815812,X=-10013.000 Y=342.000 Z=97.914,X=2.221 Y=-3.431 Z=0.000,0.950879
64,CarAccident,virtual_reality,1686815812,1686815812,X=-10012.685 Y=344.527 Z=2.914,X=-10013.000 Y=342.000 Z=2.914,0.02547
64,CarAccident,real_life,1686815813,1686815813,X=-10013.000 Y=342.000 Z=97.914,X=-10.007 Y=17.662 Z=0.000,0.229329
64,CarAccident,virtual_reality,1686815813,1686815813,X=-10022.215 Y=362.158 Z=2.914,X=-10013.000 Y=342.000 Z=2.914,0.221643
64,CarAccident,real_life,1686815813,1686815813,X=-10013.000 Y=342.000 Z=97.914,X=5.951 Y=-5.691 Z=0.000,0.953562
64,CarAccident,real_life,1686815814,1686815814,X=-10013.000 Y=342.000 Z=97.914,X=8.712 Y=-28.226 Z=0.000,0.227039
64,CarAccident,virtual_reality,1686815814,1686815814,X=-10004.098 Y=313.496 Z=2.914,X=-10013.000 Y=342.000 Z=2.914,0.298617
64,CarAccident,real_life,1686815814,1686815814,X=-10013.000 Y=342.000 Z=97.914,X=-1.240 Y=7.468 Z=0.000,0.953011
64,CarAccident,virtual_reality,1686815815,1686815815,X=-10027.280 Y=352.854 Z=2.914,X=-10013.000 Y=342.000 Z=2.914,0.179368
64,CarAccident,real_life,1686815815,1686815815,X=-10013.000 Y=342.000 Z=97.914,X=0.637 Y=0.394 Z=0.000,0.95003
64,CarAccident,virtual_reality,1686815815,1686815815,X=-10010.929 Y=342.723 Z=2.914,X=-10013.000 Y=342.000 Z=2.914,0.02194
64,CarAccident,virtual_reality,1686815816,1686815816,X=-10014.703 Y=341.155 Z=2.914,X=-10013.000 Y=342.000 Z=2.914,0.019011
64,CarAccident,real_life,1686815816,1686815816,X=-10013.000 Y=342.000 Z=97.914,X=-6.144 Y=-7.136 Z=0.000,0.954655
64,CarAccident,real_life,1686815816,1686815816,X=-10013.000 Y=342.000 Z=97.914,X=0.719 Y=0.526 Z=0.000,0.950042
64,CarAccident,virtual_reality,1686815816,1686815816,X=-10012.218 Y=342.580 Z=2.914,X=-10013.000 Y=342.000 Z=2.914,0.009739
64,CarAccident,real_life,1686815817,1686815817,X=-10013.000 Y=342.000 Z=97.914,X=4.254 Y=-8.591 Z=0.000,0.954825
64,CarAccident,virtual_reality,1686815817,1686815817,X=-10008.449 Y=333.648 Z=2.914,X=-10013.000 Y=342.000 Z=2.914,0.095115
64,CarAccident,real_life,1686815817,1686815817,X=-10013.000 Y=342.000 Z=97.914,X=2.636 Y=-4.368 Z=0.000,0.951369
64,CarAccident,real_life,1686815818,1686815818,X=-10013.000 Y=342.000 Z=97.914,X=9.870 Y=-12.589 Z=0.000,0.10951
